humidity,temperature,weight,tavg,tmin,tmax,prcp,tsun
87.55922916666667,8.849690519323675,54.38283902430557,6.2,3.3,7.1,0.6,0
85.9480416666667,5.5099004378019325,54.38283902430557,2.4,-1.0,4.3,0.7,236
88.7163888888889,2.3836714824879226,54.38254596805557,-1.1,-3.5,0.7,0.6,129
89.59430555555558,3.2157136171497585,54.3836448888889,0.9,-1.5,2.6,3.4,13
90.31819444444444,5.929389643719806,54.38308833402779,4.2,1.8,6.3,1.0,0
89.71513888888887,8.148625483091786,54.38143999722224,5.8,5.1,6.7,0.0,0
88.095625,6.998679559178744,54.3812856263889,4.3,2.8,5.1,1.9,0
86.93604166666665,6.15290652173913,54.381533156250015,4.1,2.5,5.7,3.0,60
88.444375,4.566407865338164,54.380984416666685,1.7,0.3,3.4,0.1,0
88.32344444444443,4.048878004227053,54.38290131319446,0.9,-1.0,2.4,0.0,5
90.1352777777778,5.544165413647344,54.38290131319446,-0.5,-1.6,1.3,3.6,0
91.2647222222222,6.091429060990339,54.30213583333335,2.2,1.0,3.7,5.2,0
90.7790277777778,8.311469640700484,54.32930347222222,6.1,3.7,8.4,7.3,0
85.44018055555557,7.9396759057971,54.24870840277777,4.5,2.1,6.5,0.4,55
81.59588194444443,6.229985069444443,54.176611666666645,3.8,2.0,5.5,0.0,14
79.90635416666666,6.693385356280195,54.12747777777778,3.7,1.4,5.5,0.0,0
83.0895138888889,6.910149365942029,54.11777784722219,4.4,1.0,7.1,5.3,52
86.10271527777776,5.265241032608697,54.055855069444426,0.6,-3.3,4.1,0.0,410
89.27351388888887,3.2551838919082123,53.97581756944444,-2.7,-5.9,1.7,0.0,480
90.62131944444448,2.0132436443236714,53.91157381944439,-3.9,-7.3,-0.7,0.0,442
88.66559722222219,3.2933126811594207,53.87821118055557,-2.6,-7.0,1.1,0.0,428
92.75625000000002,0.4487978411835747,53.79701111111112,-5.0,-8.7,-2.5,0.0,0
89.9104861111111,1.038235945048309,53.78347777777785,-3.6,-4.6,-2.8,0.0,0
91.3952777777778,0.90935532910628,53.73595555555553,-3.7,-4.4,-2.6,0.5,0
88.04548611111112,0.9228686443236712,53.7122222222222,-2.6,-4.3,-0.5,0.6,54
88.88013888888888,4.337421844806764,53.74067791666666,2.4,-1.2,5.5,0.2,25
86.05020138888891,7.336058182367151,53.7234888888889,4.5,1.7,7.5,1.7,55
87.69423611111114,4.471187877415459,53.66428881944447,1.7,0.9,2.4,1.1,1
91.56131944444446,6.465500286835746,53.60457777777781,0.8,-1.7,2.8,0.0,20
87.0414236111111,3.944310929951691,53.54727666666667,0.1,-2.1,4.1,0.0,34
87.75636805555558,3.378873611111111,53.49897374999997,-0.9,-4.4,2.6,1.3,177
88.31138888888889,4.9204332578502425,53.47531930555552,1.4,-1.1,3.6,2.9,0
89.4352777777778,6.0889078653381645,53.469605902777744,2.4,1.1,5.2,0.1,1
89.47034722222224,4.937861654589372,53.41839999999999,2.1,1.5,2.6,0.0,0
85.17849305555558,5.903570425724638,53.36476666666665,1.0,-2.5,5.4,0.0,517
89.79088194444445,5.894433272946859,53.28547777777777,0.9,-3.1,6.2,0.0,266
89.60156944444445,4.427790307971014,53.24481111111112,-1.1,-4.0,4.1,0.0,413
90.375,2.855518357487924,53.21085555555555,-0.9,-4.4,3.5,1.4,0
81.19563194444443,7.193235205314008,53.222044444444464,5.3,2.6,9.8,1.0,231
78.59188194444447,9.35209696557971,53.14908923611114,6.5,2.1,9.6,0.0,206
79.25061805555556,10.151557397342994,53.08379333333336,7.1,3.6,12.3,3.7,0
79.83597222222222,6.900430117753623,53.01571416666669,4.1,2.0,7.1,0.2,56
80.4569861111111,5.860679634661835,52.95665555555552,3.3,1.8,5.0,0.0,6
77.60725694444444,6.790888662439613,52.92058888888885,3.3,-1.0,8.8,0.0,504
82.10572222222223,7.743004996980677,52.84256458333334,1.8,-2.9,9.1,0.0,295
81.71496527777778,12.962704710144928,52.68339506944445,3.9,-2.3,12.5,0.0,580
84.45063888888889,16.346869338768112,52.393176944444456,4.3,-2.2,12.8,0.0,581
84.27083333333333,14.270673671497583,52.273911111111126,4.2,-2.3,12.7,0.0,584
80.77445138888889,13.562987862318844,52.21715805555553,4.4,-2.7,14.1,0.0,410
78.5819861111111,13.19887462258454,52.13108909722225,5.1,0.6,10.0,0.0,66
80.23481944444445,13.048051615338162,52.112144513888886,4.8,-0.7,11.4,0.0,224
79.58173611111113,13.165714839975848,52.10461118055556,6.6,1.0,11.9,0.0,158
79.58173611111113,13.165714839975848,52.10461118055556,9.0,2.3,12.0,0.0,9
79.58173611111113,13.165714839975848,52.10461118055556,2.8,-2.0,8.2,0.0,475
79.58173611111113,13.165714839975848,52.10461118055556,3.7,-2.7,11.2,0.0,616
70.52884027777779,15.491487484903384,51.84754361111106,5.8,-2.4,15.9,0.0,607
78.84446527777779,20.64036301328502,51.74918965277777,7.9,-0.9,18.6,0.0,604
73.8355625,20.66528070652174,51.70078090277779,7.8,-0.5,18.3,0.0,624
66.62501388888889,18.743066062801933,51.67674493055557,9.7,1.4,18.1,0.5,519
79.02211805555557,16.68937469806763,51.61768888888889,8.6,6.4,11.0,0.5,29
80.16477083333335,14.95736687801932,51.60092222222227,7.2,5.3,9.1,0.0,0
72.15970833333331,16.250594051932364,51.60676687500001,10.1,8.2,11.8,0.2,3
68.25155555555556,15.64161133756039,51.555779166666674,8.6,4.6,13.2,3.3,85
79.37978472222223,12.783547373188403,51.469544375,5.3,3.3,8.1,2.2,90
77.85081249999999,17.282059797705312,51.45703333333335,8.7,3.4,15.2,0.0,373
68.87836111111112,18.10880869565217,51.37619562500001,9.8,6.6,12.4,1.9,176
73.09091763565893,14.986476009680052,51.23884825258397,7.1,4.9,8.7,3.0,149
73.09091763565893,14.986476009680052,51.23884825258397,8.5,4.7,11.0,3.4,76
73.09091763565893,14.986476009680052,51.23884825258397,9.7,2.2,14.6,6.4,126
71.20763194444446,13.079857382246376,51.04238736111111,4.1,1.2,6.8,0.9,243
61.343256944444455,14.698031642512078,51.006033125,6.1,1.9,9.6,0.2,445
68.96285416666667,14.375550332125604,50.94778645833335,6.0,3.1,9.1,2.5,168
83.35396527777777,13.486175000000005,50.88019993055556,5.1,3.7,6.8,6.0,0
83.75625694444443,15.844141228864736,50.85662868055558,8.7,5.3,12.0,9.5,2
79.3783125,17.414278532608694,50.80538159722221,9.4,5.0,12.4,0.5,39
73.56476388888889,16.593608348429953,50.71984437500001,7.4,2.3,14.2,2.9,281
78.50677083333335,14.290087273550728,50.63015520833335,3.8,1.1,8.7,0.6,237
78.88472916666667,15.303635160024156,50.54583374999999,4.3,-0.8,9.7,0.0,557
76.42699305555557,18.3950838768116,50.27846805555553,5.1,0.65,12.1,0.0,693
81.0602847222222,21.60915280797101,50.13663222222223,7.7,-0.5,16.0,0.0,685
78.63213194444444,23.02184027777778,50.223418402777774,10.5,1.8,19.0,0.0,690
74.46575694444444,22.97599405193237,50.30067402777777,11.0,2.0,19.9,0.0,686
79.59062499999997,20.77026403985507,50.29758888888887,8.6,3.9,13.2,0.0,36
74.64315972222222,17.490671557971016,50.23845527777775,5.4,1.9,9.8,0.3,301
77.32788194444446,17.443421920289857,50.20008888888889,5.6,2.8,9.0,0.0,48
73.78052777777778,20.21087050120772,50.22851111111108,7.9,4.1,12.3,0.0,315
76.3417013888889,21.051759027777777,50.1830654861111,9.0,2.7,13.6,0.0,96
75.21833333333335,24.263790760869565,49.96746805555554,11.6,6.1,17.3,0.0,503
76.60000694444444,24.246338466183573,49.874372777777786,11.1,2.1,20.0,0.0,695
76.60000694444444,24.246338466183573,49.874372777777786,11.2,3.7,19.8,0.0,613
70.52113888888888,22.989202143719808,49.93665798611111,10.4,3.8,17.6,0.0,696
71.51064583333333,24.05606551932367,49.984763958333325,12.5,3.8,20.8,0.1,664
80.04098611111111,23.6051604468599,50.11052270833332,10.5,5.0,15.9,3.7,179
88.14148611111109,19.663386231884058,50.1604998611111,5.9,5.0,9.2,0.1,40
89.41458333333333,20.4420529589372,50.12145555555554,7.0,4.9,9.2,0.0,0
83.25040277777778,23.860036684782614,50.16609173611109,11.9,5.3,19.1,0.0,283
81.59793750000001,24.792690217391307,50.28011652777777,13.0,6.2,18.6,0.0,518
86.89045833333334,24.59284933574879,50.567043472222245,12.4,5.65,17.1,0.0,186
58.39713888888889,24.630222977053148,50.933075486111136,11.7,7.3,18.7,0.0,173
68.93449305555556,22.984770682367152,51.062312013888885,9.8,3.8,15.0,0.0,368
63.84389583333334,21.232316757246377,50.94377631944446,6.2,1.9,11.9,0.0,761
66.85975,19.90026195652173,50.79017777777776,4.2,-0.2,8.2,0.0,19
69.97681944444443,19.84689329710145,50.68675909722224,4.5,1.7,8.1,0.0,123
66.1976111111111,19.98299553140097,50.56726840277776,5.4,2.0,10.7,0.0,277
72.70169444444444,23.781911231884056,50.82011354166665,10.5,3.4,18.0,0.0,644
82.05427083333333,25.33347690217392,51.759237291666665,12.2,3.0,19.6,0.0,714
72.2275972222222,26.682707578502416,52.78278944444447,14.5,9.6,20.5,0.0,403
69.75402083333334,26.42725060386473,53.68975166666669,15.0,7.1,22.0,0.0,734
65.54212499999998,27.76456083937198,54.52919819444445,16.7,8.4,24.0,0.0,792
61.72281944444446,28.210803592995163,55.34154256944444,17.1,8.7,24.6,0.0,792
60.99143749999998,28.322653230676327,55.91401486111111,16.7,7.9,24.5,0.0,795
59.92304861111112,27.64683574879227,56.343143472222216,16.8,7.6,25.0,0.0,763
64.89300694444444,26.614128019323672,56.50967368055557,16.2,9.2,22.3,0.0,493
65.10945833333334,27.469420893719803,56.65204736111111,17.2,7.9,26.5,0.1,674
66.30527083333332,27.251460899758445,56.86964673611112,16.4,5.7,26.6,0.0,731
74.17822222222223,22.903419384057973,56.82251326388888,9.6,8.4,11.8,8.6,0
72.70479861111112,22.675140549516907,56.62228888888893,9.3,6.0,14.6,7.2,286
76.10557638888888,22.72329094202898,56.4045450694444,8.0,4.8,12.7,0.1,209
81.62765972222223,22.399139492753623,56.15369972222223,8.2,4.3,12.7,7.9,0
72.15143750000001,25.44518795289855,55.80970180555556,12.3,7.9,17.9,0.0,657
71.96661805555556,25.89337545289855,54.66762034722223,12.7,4.8,19.9,0.0,452
71.660375,25.05278683574879,53.96023875,12.9,6.4,19.0,1.6,542
74.30877083333336,23.73943297101449,54.01418979166666,10.5,7.4,14.1,0.4,244
80.69894444444445,21.71331017512077,53.8145965277778,5.4,2.3,8.3,6.7,0
81.72610416666667,21.35003943236715,53.65045347222222,5.6,1.1,11.1,0.0,265
76.25295138888889,21.68010416666667,53.42295291666667,7.1,3.1,12.2,0.0,169
74.21968055555556,23.16029891304348,53.146228541666666,8.0,2.8,13.5,0.0,213
76.62415972222222,23.150952747584544,52.876139375,9.3,3.9,12.7,5.9,2
74.26940972222222,22.705341485507248,52.736450625,10.7,8.2,13.1,2.9,51
63.91767361111111,23.788229921497585,51.66683888888889,12.4,8.8,16.4,6.3,466
80.87321527777779,23.17762575483092,50.474873194444456,11.0,7.0,16.3,7.7,131
77.64306944444445,22.23851162439614,50.29494069444444,9.9,6.0,15.6,0.0,530
64.90216666666669,22.903035778985508,50.01110798611112,10.3,4.1,16.4,0.0,841
61.9281388888889,21.95051177536233,49.86427645833333,9.6,4.3,15.0,0.0,596
61.34601527777778,21.65517231280193,49.07071517461111,8.8,2.9,14.1,0.0,506
74.07072222222224,21.437965730676336,49.54348527777779,9.3,7.4,13.3,1.6,240
74.80929861111113,23.26791108091787,49.42834000000001,12.8,7.4,19.4,0.0,351
70.65438888888889,25.12748762077295,49.26953215277777,15.8,8.8,22.9,0.0,639
72.67099305555554,26.114356733091785,49.33257743055557,17.3,10.8,24.4,0.4,625
74.0,23.362537346810665,49.37330081146744,14.6,12.5,18.7,23.6,88
